StatusMonth,OccGroup,Score,n
2025-01,2544 Registered Nurses,50,1
2025-01,3513 Chefs,65,7
2025-01,3513 Chefs,75,21
2025-01,3513 Chefs,70,7
2025-01,3513 Chefs,80,14
2025-01,3513 Chefs,55,2
2025-01,3513 Chefs,60,4
2025-01,2334 Electronics Engineers,75,4
2025-01,2334 Electronics Engineers,80,1
2025-01,2334 Electronics Engineers,95,1
2025-01,2334 Electronics Engineers,85,2
2025-01,3232 Metal Fitters and Machinists,70,1
2025-01,2631 Computer Network Professionals,65,1
2025-01,2631 Computer Network Professionals,90,2
2025-01,2631 Computer Network Professionals,85,2
2025-01,"2342 Chemists, and Food and Wine Scientists",85,5
2025-01,2713 Solicitors,75,1
2025-01,2713 Solicitors,80,1
2025-01,2331 Chemical and Materials Engineers,70,1
2025-01,2331 Chemical and Materials Engineers,85,2
2025-01,3123 Electrical Engineering Draftspersons and Technicians,70,3
2025-01,3123 Electrical Engineering Draftspersons and Technicians,80,1
2025-01,2333 Electrical Engineers,75,5
2025-01,2333 Electrical Engineers,70,2
2025-01,2333 Electrical Engineers,80,3
2025-01,2333 Electrical Engineers,85,5
2025-01,2333 Electrical Engineers,60,1
2025-01,2321 Architects and Landscape Architects,65,3
2025-01,2321 Architects and Landscape Architects,70,1
2025-01,2531 General Practitioners and Resident Medical officers,65,3
2025-01,2531 General Practitioners and Resident Medical officers,80,1
2025-01,2531 General Practitioners and Resident Medical officers,90,1
2025-01,2531 General Practitioners and Resident Medical officers,85,1
2025-01,2247 Management and Organisation Analysts,80,1
2025-01,2247 Management and Organisation Analysts,90,1
2025-01,2347 Veterinarians,70,1
2025-01,2347 Veterinarians,85,2
2025-01,2414 Secondary School Teachers,65,1
2025-01,2414 Secondary School Teachers,75,2
2025-01,2414 Secondary School Teachers,70,3
2025-01,2414 Secondary School Teachers,80,2
2025-01,1341 Child Care Centre Managers,70,1
2025-01,"2241 Actuaries, Mathematicians and Statisticians",70,1
2025-01,"2241 Actuaries, Mathematicians and Statisticians",85,2
2025-01,2421 University Lecturers and Tutors,75,1
2025-01,2421 University Lecturers and Tutors,70,1
2025-01,2421 University Lecturers and Tutors,80,1
2025-01,2421 University Lecturers and Tutors,95,1
2025-01,2421 University Lecturers and Tutors,85,2
2025-01,2421 University Lecturers and Tutors,60,1
2025-01,2633 Telecommunications Engineering Professionals,70,1
2025-01,2633 Telecommunications Engineering Professionals,85,4
2025-01,1332 Engineering Managers,80,1
2025-01,3122 Civil Engineering Draftspersons and Technicians,65,2
2025-01,3122 Civil Engineering Draftspersons and Technicians,70,4
2025-01,1399 Other Specialist Managers,85,1
2025-01,2322 Cartographers and Surveyors,80,1
2025-01,2245 Land Economists and Valuers,85,1
2025-01,2336 Mining Engineers,95,1
2025-01,2336 Mining Engineers,85,1
2025-01,2612 Multimedia Specialists and Web Developers,80,1
2025-01,2349 Other Natural and Physical Science Professionals,75,1
2025-01,1331 Construction Managers,80,1
2025-01,1331 Construction Managers,60,1
2025-01,2343 Environmental Scientists,65,1
2025-01,2343 Environmental Scientists,75,1
2025-01,2343 Environmental Scientists,85,2
2025-01,3132 Telecommunications Technical Specialists,90,1
2025-01,3312 Carpenters and Joiners,65,3
2025-01,3312 Carpenters and Joiners,70,1
2025-01,3312 Carpenters and Joiners,85,1
2025-01,3312 Carpenters and Joiners,55,1
2025-01,2725 Social Workers,65,1
2025-01,2725 Social Workers,70,2
2025-01,2725 Social Workers,80,2
2025-01,3423 Electronics Trades Workers,65,1
2025-01,2243 Economists,75,1
2025-01,2243 Economists,90,1
2025-01,2243 Economists,85,2
2025-01,2539 Other Medical Practitioners,65,1
2025-01,2539 Other Medical Practitioners,75,1
2025-01,2539 Other Medical Practitioners,70,1
2025-01,2539 Other Medical Practitioners,80,1
2025-01,2539 Other Medical Practitioners,85,1
2025-01,3411 Electricians,65,2
2025-01,3411 Electricians,70,1
2025-01,2525 Physiotherapists,65,5
2025-01,2525 Physiotherapists,75,1
2025-01,2525 Physiotherapists,70,3
2025-01,2525 Physiotherapists,80,3
2025-01,2525 Physiotherapists,85,1
2025-01,2525 Physiotherapists,50,1
2025-01,2512 Medical Imaging Professionals,75,1
2025-01,2527 Speech Professionals and Audiologists,65,1
2025-01,2524 Occupational Therapists,65,2
2025-01,2524 Occupational Therapists,70,2
2025-01,2346 Medical Laboratory Scientists,75,1
2025-01,2346 Medical Laboratory Scientists,70,1
2025-01,2346 Medical Laboratory Scientists,80,1
2025-01,2346 Medical Laboratory Scientists,60,1
2025-01,2723 Psychologists,75,1
2025-01,2541 Midwives,80,1
2025-01,3341 Plumbers,65,1
2025-01,3341 Plumbers,50,1
2025-01,2533 Internal Medicine Specialists,70,3
2025-01,3334 Wall and Floor Tilers,65,1
2025-01,2534 Psychiatrists,70,1
2024-09,2613 Software and Applications Programmers,75,4
2024-09,2613 Software and Applications Programmers,80,4
2024-09,2613 Software and Applications Programmers,95,88
2024-09,2613 Software and Applications Programmers,90,37
2024-09,2613 Software and Applications Programmers,85,4
2024-09,2613 Software and Applications Programmers,110,4
2024-09,2613 Software and Applications Programmers,100,95
2024-09,2613 Software and Applications Programmers,105,9
2024-09,2613 Software and Applications Programmers,120,7
2024-09,2613 Software and Applications Programmers,115,3
2024-09,2613 Software and Applications Programmers,125,1
2024-09,3212 Motor Mechanics,65,1
2024-09,3212 Motor Mechanics,70,1
2024-09,3212 Motor Mechanics,95,3
2024-09,3212 Motor Mechanics,90,3
2024-09,3212 Motor Mechanics,60,2
2024-09,2332 Civil Engineering Professionals,65,1
2024-09,2332 Civil Engineering Professionals,75,141
2024-09,2332 Civil Engineering Professionals,70,1
2024-09,2332 Civil Engineering Professionals,80,297
2024-09,2332 Civil Engineering Professionals,95,88
2024-09,2332 Civil Engineering Professionals,90,103
2024-09,2332 Civil Engineering Professionals,85,164
2024-09,2332 Civil Engineering Professionals,100,23
2024-09,2332 Civil Engineering Professionals,105,4
2024-09,2332 Civil Engineering Professionals,115,1
2024-09,2411 Early Childhood (Pre-primary School) Teachers,65,6
2024-09,2411 Early Childhood (Pre-primary School) Teachers,75,32
2024-09,2411 Early Childhood (Pre-primary School) Teachers,70,14
2024-09,2411 Early Childhood (Pre-primary School) Teachers,80,331
2024-09,2411 Early Childhood (Pre-primary School) Teachers,90,14
2024-09,2411 Early Childhood (Pre-primary School) Teachers,85,99
2024-09,2411 Early Childhood (Pre-primary School) Teachers,55,1
2024-09,2411 Early Childhood (Pre-primary School) Teachers,60,1
2024-09,2411 Early Childhood (Pre-primary School) Teachers,100,1
2024-09,2611 ICT Business and Systems Analysts,75,2
2024-09,2611 ICT Business and Systems Analysts,70,3
2024-09,2611 ICT Business and Systems Analysts,80,4
2024-09,2611 ICT Business and Systems Analysts,95,3
2024-09,2611 ICT Business and Systems Analysts,90,2
2024-09,2611 ICT Business and Systems Analysts,85,2
2024-09,2611 ICT Business and Systems Analysts,60,1
2024-09,2611 ICT Business and Systems Analysts,110,1
2024-09,2611 ICT Business and Systems Analysts,100,77
2024-09,2611 ICT Business and Systems Analysts,105,7
2024-09,2611 ICT Business and Systems Analysts,115,5
2024-09,2211 Accountants,65,1
2024-09,2211 Accountants,75,1
2024-09,2211 Accountants,70,5
2024-09,2211 Accountants,80,1
2024-09,2211 Accountants,95,40
2024-09,2211 Accountants,90,17
2024-09,2211 Accountants,85,1
2024-09,2211 Accountants,60,1
2024-09,2211 Accountants,110,1
2024-09,2211 Accountants,100,166
2024-09,2211 Accountants,105,28
2024-09,2211 Accountants,120,3
2024-09,2211 Accountants,125,1
2024-09,2344 Geologists Geophysicists and Hydrogeologists,100,1
2024-09,"2621 Database and Systems Administrators, and ICT Security Specialists",80,1
2024-09,"2621 Database and Systems Administrators, and ICT Security Specialists",95,1
2024-09,"2621 Database and Systems Administrators, and ICT Security Specialists",100,10
2024-09,"2212 Auditors, Company Secretaries and Corporate Treasurers",75,1
2024-09,"2212 Auditors, Company Secretaries and Corporate Treasurers",70,1
2024-09,"2212 Auditors, Company Secretaries and Corporate Treasurers",95,56
2024-09,"2212 Auditors, Company Secretaries and Corporate Treasurers",90,69
2024-09,"2212 Auditors, Company Secretaries and Corporate Treasurers",100,10
2024-09,"2212 Auditors, Company Secretaries and Corporate Treasurers",105,2
2024-09,2345 Life Scientists,70,1
2024-09,2345 Life Scientists,95,24
2024-09,2345 Life Scientists,90,7
2024-09,2345 Life Scientists,110,2
2024-09,2345 Life Scientists,100,5
2024-09,2345 Life Scientists,105,1
2024-09,"2335 Industrial, Mechanical and Production Engineers",65,1
2024-09,"2335 Industrial, Mechanical and Production Engineers",75,1
2024-09,"2335 Industrial, Mechanical and Production Engineers",70,1
2024-09,"2335 Industrial, Mechanical and Production Engineers",80,3
2024-09,"2335 Industrial, Mechanical and Production Engineers",95,76
2024-09,"2335 Industrial, Mechanical and Production Engineers",90,86
2024-09,"2335 Industrial, Mechanical and Production Engineers",60,1
2024-09,"2335 Industrial, Mechanical and Production Engineers",100,12
2024-09,"2335 Industrial, Mechanical and Production Engineers",105,1
2024-09,"2335 Industrial, Mechanical and Production Engineers",125,1
2024-09,2339 Other Engineering Professionals,65,1
2024-09,2339 Other Engineering Professionals,70,1
2024-09,2339 Other Engineering Professionals,95,84
2024-09,2339 Other Engineering Professionals,90,51
2024-09,2339 Other Engineering Professionals,85,3
2024-09,2339 Other Engineering Professionals,110,1
2024-09,2339 Other Engineering Professionals,100,20
2024-09,2339 Other Engineering Professionals,105,9
2024-09,2339 Other Engineering Professionals,130,1
2024-09,2341 Agricultural and Forestry Scientists,65,1
2024-09,2341 Agricultural and Forestry Scientists,95,7
2024-09,2341 Agricultural and Forestry Scientists,100,4
2024-09,2341 Agricultural and Forestry Scientists,105,3
2024-09,2544 Registered Nurses,65,11
2024-09,2544 Registered Nurses,75,90
2024-09,2544 Registered Nurses,70,11
2024-09,2544 Registered Nurses,80,468
2024-09,2544 Registered Nurses,95,3
2024-09,2544 Registered Nurses,90,16
2024-09,2544 Registered Nurses,85,118
2024-09,2544 Registered Nurses,55,2
2024-09,2544 Registered Nurses,60,2
2024-09,2544 Registered Nurses,50,1
2024-09,2544 Registered Nurses,100,1
2024-09,2544 Registered Nurses,115,1
2024-09,3513 Chefs,65,16
2024-09,3513 Chefs,75,14
2024-09,3513 Chefs,70,16
2024-09,3513 Chefs,80,8
2024-09,3513 Chefs,95,6
2024-09,3513 Chefs,90,6
2024-09,3513 Chefs,85,6
2024-09,3513 Chefs,60,4
2024-09,3513 Chefs,100,3
2024-09,3513 Chefs,105,3
2024-09,3513 Chefs,120,2
2024-09,2334 Electronics Engineers,80,1
2024-09,2334 Electronics Engineers,95,24
2024-09,2334 Electronics Engineers,90,25
2024-09,2334 Electronics Engineers,100,2
2024-09,2334 Electronics Engineers,105,3
2024-09,3232 Metal Fitters and Machinists,65,1
2024-09,3232 Metal Fitters and Machinists,60,1
2024-09,2631 Computer Network Professionals,65,1
2024-09,2631 Computer Network Professionals,55,1
2024-09,2631 Computer Network Professionals,100,27
2024-09,2631 Computer Network Professionals,105,2
2024-09,"2342 Chemists, and Food and Wine Scientists",80,1
2024-09,"2342 Chemists, and Food and Wine Scientists",95,6
2024-09,"2342 Chemists, and Food and Wine Scientists",90,2
2024-09,"2342 Chemists, and Food and Wine Scientists",100,2
2024-09,"2342 Chemists, and Food and Wine Scientists",105,1
2024-09,2713 Solicitors,95,11
2024-09,2713 Solicitors,90,10
2024-09,2713 Solicitors,85,2
2024-09,2713 Solicitors,100,1
2024-09,2331 Chemical and Materials Engineers,95,20
2024-09,2331 Chemical and Materials Engineers,90,11
2024-09,2331 Chemical and Materials Engineers,100,7
2024-09,2331 Chemical and Materials Engineers,105,5
2024-09,3123 Electrical Engineering Draftspersons and Technicians,65,1
2024-09,2333 Electrical Engineers,75,2
2024-09,2333 Electrical Engineers,70,1
2024-09,2333 Electrical Engineers,95,36
2024-09,2333 Electrical Engineers,90,27
2024-09,2333 Electrical Engineers,85,1
2024-09,2333 Electrical Engineers,110,1
2024-09,2333 Electrical Engineers,100,9
2024-09,2333 Electrical Engineers,120,1
2024-09,2321 Architects and Landscape Architects,65,1
2024-09,2321 Architects and Landscape Architects,75,123
2024-09,2321 Architects and Landscape Architects,70,2
2024-09,2321 Architects and Landscape Architects,80,268
2024-09,2321 Architects and Landscape Architects,95,9
2024-09,2321 Architects and Landscape Architects,90,64
2024-09,2321 Architects and Landscape Architects,85,143
2024-09,2321 Architects and Landscape Architects,100,1
2024-09,2321 Architects and Landscape Architects,105,2
2024-09,2531 General Practitioners and Resident Medical officers,75,11
2024-09,2531 General Practitioners and Resident Medical officers,70,4
2024-09,2531 General Practitioners and Resident Medical officers,80,131
2024-09,2531 General Practitioners and Resident Medical officers,95,1
2024-09,2531 General Practitioners and Resident Medical officers,90,15
2024-09,2531 General Practitioners and Resident Medical officers,85,53
2024-09,2531 General Practitioners and Resident Medical officers,110,1
2024-09,2531 General Practitioners and Resident Medical officers,100,1
2024-09,2247 Management and Organisation Analysts,70,1
2024-09,2247 Management and Organisation Analysts,80,1
2024-09,2247 Management and Organisation Analysts,95,3
2024-09,2247 Management and Organisation Analysts,90,2
2024-09,2347 Veterinarians,75,1
2024-09,2347 Veterinarians,70,1
2024-09,2347 Veterinarians,95,4
2024-09,2347 Veterinarians,115,2
2024-09,2414 Secondary School Teachers,65,25
2024-09,2414 Secondary School Teachers,75,16
2024-09,2414 Secondary School Teachers,70,19
2024-09,2414 Secondary School Teachers,80,123
2024-09,2414 Secondary School Teachers,90,2
2024-09,2414 Secondary School Teachers,85,27
2024-09,2414 Secondary School Teachers,60,1
2024-09,1341 Child Care Centre Managers,80,1
2024-09,1341 Child Care Centre Managers,90,1
2024-09,1341 Child Care Centre Managers,85,1
2024-09,"2241 Actuaries, Mathematicians and Statisticians",70,1
2024-09,"2241 Actuaries, Mathematicians and Statisticians",80,1
2024-09,"2241 Actuaries, Mathematicians and Statisticians",95,11
2024-09,"2241 Actuaries, Mathematicians and Statisticians",90,6
2024-09,"2241 Actuaries, Mathematicians and Statisticians",100,7
2024-09,"2241 Actuaries, Mathematicians and Statisticians",105,5
2024-09,"2241 Actuaries, Mathematicians and Statisticians",120,3
2024-09,3331 Glaziers,65,2
2024-09,3331 Glaziers,70,2
2024-09,3331 Glaziers,80,1
2024-09,3331 Glaziers,90,1
2024-09,2421 University Lecturers and Tutors,75,2
2024-09,2421 University Lecturers and Tutors,80,1
2024-09,2421 University Lecturers and Tutors,95,23
2024-09,2421 University Lecturers and Tutors,90,5
2024-09,2421 University Lecturers and Tutors,85,1
2024-09,2421 University Lecturers and Tutors,100,15
2024-09,2421 University Lecturers and Tutors,105,3
2024-09,2633 Telecommunications Engineering Professionals,95,14
2024-09,2633 Telecommunications Engineering Professionals,90,21
2024-09,2633 Telecommunications Engineering Professionals,100,2
2024-09,1332 Engineering Managers,95,2
2024-09,3122 Civil Engineering Draftspersons and Technicians,75,183
2024-09,3122 Civil Engineering Draftspersons and Technicians,70,1
2024-09,3122 Civil Engineering Draftspersons and Technicians,80,351
2024-09,3122 Civil Engineering Draftspersons and Technicians,95,3
2024-09,3122 Civil Engineering Draftspersons and Technicians,90,28
2024-09,3122 Civil Engineering Draftspersons and Technicians,85,106
2024-09,3122 Civil Engineering Draftspersons and Technicians,60,1
2024-09,3122 Civil Engineering Draftspersons and Technicians,110,1
2024-09,1399 Other Specialist Managers,95,1
2024-09,2322 Cartographers and Surveyors,75,1
2024-09,2322 Cartographers and Surveyors,70,1
2024-09,2322 Cartographers and Surveyors,80,2
2024-09,2322 Cartographers and Surveyors,95,3
2024-09,2322 Cartographers and Surveyors,85,1
2024-09,2322 Cartographers and Surveyors,100,2
2024-09,2245 Land Economists and Valuers,95,1
2024-09,2336 Mining Engineers,95,2
2024-09,2336 Mining Engineers,100,2
2024-09,2336 Mining Engineers,105,1
2024-09,2336 Mining Engineers,115,1
2024-09,2612 Multimedia Specialists and Web Developers,95,8
2024-09,2612 Multimedia Specialists and Web Developers,90,5
2024-09,3223 Structural Steel and Welding Trades Workers,65,3
2024-09,3223 Structural Steel and Welding Trades Workers,75,4
2024-09,3223 Structural Steel and Welding Trades Workers,70,3
2024-09,3223 Structural Steel and Welding Trades Workers,80,27
2024-09,3223 Structural Steel and Welding Trades Workers,95,1
2024-09,3223 Structural Steel and Welding Trades Workers,90,4
2024-09,3223 Structural Steel and Welding Trades Workers,85,10
2024-09,3223 Structural Steel and Welding Trades Workers,55,3
2024-09,3223 Structural Steel and Welding Trades Workers,60,1
2024-09,2349 Other Natural and Physical Science Professionals,95,3
2024-09,2349 Other Natural and Physical Science Professionals,100,2
2024-09,1331 Construction Managers,65,2
2024-09,1331 Construction Managers,75,116
2024-09,1331 Construction Managers,70,2
2024-09,1331 Construction Managers,80,180
2024-09,1331 Construction Managers,95,1
2024-09,1331 Construction Managers,90,25
2024-09,1331 Construction Managers,85,59
2024-09,1331 Construction Managers,100,2
2024-09,2343 Environmental Scientists,95,5
2024-09,2343 Environmental Scientists,90,1
2024-09,2343 Environmental Scientists,100,2
2024-09,2343 Environmental Scientists,105,1
2024-09,3132 Telecommunications Technical Specialists,95,1
2024-09,3312 Carpenters and Joiners,65,264
2024-09,3312 Carpenters and Joiners,75,103
2024-09,3312 Carpenters and Joiners,70,150
2024-09,3312 Carpenters and Joiners,80,51
2024-09,3312 Carpenters and Joiners,90,8
2024-09,3312 Carpenters and Joiners,85,15
2024-09,3312 Carpenters and Joiners,60,1
2024-09,2725 Social Workers,65,1
2024-09,2725 Social Workers,75,9
2024-09,2725 Social Workers,80,90
2024-09,2725 Social Workers,90,9
2024-09,2725 Social Workers,85,51
2024-09,2725 Social Workers,100,1
2024-09,3322 Painting Trades Workers,65,221
2024-09,3322 Painting Trades Workers,75,70
2024-09,3322 Painting Trades Workers,70,154
2024-09,3322 Painting Trades Workers,80,38
2024-09,3322 Painting Trades Workers,90,3
2024-09,3322 Painting Trades Workers,85,6
2024-09,2521 Chiropractors and Osteopaths,65,1
2024-09,2521 Chiropractors and Osteopaths,80,3
2024-09,3941 Cabinetmakers,65,13
2024-09,3941 Cabinetmakers,75,5
2024-09,3941 Cabinetmakers,70,13
2024-09,3941 Cabinetmakers,80,2
2024-09,3941 Cabinetmakers,85,4
2024-09,3941 Cabinetmakers,60,1
2024-09,2243 Economists,95,3
2024-09,2243 Economists,90,1
2024-09,2243 Economists,100,1
2024-09,3311 Bricklayers and Stonemasons,65,36
2024-09,3311 Bricklayers and Stonemasons,75,15
2024-09,3311 Bricklayers and Stonemasons,70,16
2024-09,3311 Bricklayers and Stonemasons,80,2
2024-09,3311 Bricklayers and Stonemasons,90,2
2024-09,3311 Bricklayers and Stonemasons,85,1
2024-09,3311 Bricklayers and Stonemasons,55,1
2024-09,1342 Health and Welfare Services Managers,95,1
2024-09,1342 Health and Welfare Services Managers,100,1
2024-09,1342 Health and Welfare Services Managers,115,1
2024-09,2539 Other Medical Practitioners,75,4
2024-09,2539 Other Medical Practitioners,70,1
2024-09,2539 Other Medical Practitioners,80,131
2024-09,2539 Other Medical Practitioners,95,3
2024-09,2539 Other Medical Practitioners,90,14
2024-09,2539 Other Medical Practitioners,85,50
2024-09,3411 Electricians,65,54
2024-09,3411 Electricians,75,16
2024-09,3411 Electricians,70,32
2024-09,3411 Electricians,80,3
2024-09,3411 Electricians,55,1
2024-09,3411 Electricians,60,2
2024-09,2525 Physiotherapists,75,10
2024-09,2525 Physiotherapists,70,1
2024-09,2525 Physiotherapists,80,82
2024-09,2525 Physiotherapists,90,6
2024-09,2525 Physiotherapists,85,25
2024-09,2512 Medical Imaging Professionals,75,4
2024-09,2512 Medical Imaging Professionals,80,12
2024-09,2512 Medical Imaging Professionals,85,2
2024-09,2512 Medical Imaging Professionals,100,1
2024-09,3222 Sheetmetal Trades Workers,75,1
2024-09,3222 Sheetmetal Trades Workers,80,4
2024-09,3222 Sheetmetal Trades Workers,95,1
2024-09,2527 Speech Professionals and Audiologists,75,2
2024-09,2527 Speech Professionals and Audiologists,80,43
2024-09,2527 Speech Professionals and Audiologists,90,1
2024-09,2527 Speech Professionals and Audiologists,85,10
2024-09,2524 Occupational Therapists,75,8
2024-09,2524 Occupational Therapists,80,68
2024-09,2524 Occupational Therapists,90,4
2024-09,2524 Occupational Therapists,85,13
2024-09,2519 Other Health Diagnostic and Promotion Professionals,80,1
2024-09,3421 Airconditioning and Refrigeration Mechanics,65,1
2024-09,2346 Medical Laboratory Scientists,75,4
2024-09,2346 Medical Laboratory Scientists,80,23
2024-09,2346 Medical Laboratory Scientists,90,3
2024-09,2346 Medical Laboratory Scientists,85,10
2024-09,2415 Special Education Teachers,65,1
2024-09,2415 Special Education Teachers,75,1
2024-09,2415 Special Education Teachers,80,3
2024-09,2723 Psychologists,75,1
2024-09,2723 Psychologists,80,15
2024-09,2723 Psychologists,95,1
2024-09,2723 Psychologists,90,5
2024-09,2723 Psychologists,85,12
2024-09,2541 Midwives,65,2
2024-09,2541 Midwives,75,2
2024-09,2541 Midwives,80,11
2024-09,2541 Midwives,90,1
2024-09,2541 Midwives,85,2
2024-09,2541 Midwives,60,1
2024-09,3341 Plumbers,65,25
2024-09,3341 Plumbers,75,5
2024-09,3341 Plumbers,70,14
2024-09,3341 Plumbers,80,2
2024-09,3991 Boat Builders and Shipwrights,105,1
2024-09,2533 Internal Medicine Specialists,80,9
2024-09,2533 Internal Medicine Specialists,90,1
2024-09,2533 Internal Medicine Specialists,85,4
2024-09,3332 Plasterers,65,15
2024-09,3332 Plasterers,75,1
2024-09,3332 Plasterers,70,2
2024-09,3332 Plasterers,80,1
2024-09,3332 Plasterers,85,1
2024-09,3334 Wall and Floor Tilers,65,36
2024-09,3334 Wall and Floor Tilers,75,10
2024-09,3334 Wall and Floor Tilers,70,35
2024-09,3334 Wall and Floor Tilers,80,7
2024-09,3334 Wall and Floor Tilers,90,1
2024-09,3334 Wall and Floor Tilers,85,1
2024-09,3334 Wall and Floor Tilers,60,1
2024-09,3211 Automotive Electricians,55,1
2024-09,2534 Psychiatrists,80,5
2024-09,2534 Psychiatrists,85,2
2024-09,2514 Optometrists and Orthoptists,80,3
2024-09,2514 Optometrists and Orthoptists,85,2
2024-09,2535 Surgeons,80,2
2024-09,2535 Surgeons,85,2
2024-09,2526 Podiatrists,80,2
2024-09,2526 Podiatrists,90,1
2024-09,2526 Podiatrists,85,1
2026-06,2613 Software and Applications Programmers,80,1
2026-06,2613 Software and Applications Programmers,95,2
2026-06,2613 Software and Applications Programmers,90,1
2026-06,2613 Software and Applications Programmers,85,2
2026-06,2613 Software and Applications Programmers,55,1
2026-06,2613 Software and Applications Programmers,60,1
2026-06,2613 Software and Applications Programmers,100,1
2026-06,3212 Motor Mechanics,65,1
2026-06,3212 Motor Mechanics,75,3
2026-06,3212 Motor Mechanics,70,1
2026-06,3212 Motor Mechanics,60,2
2026-06,2332 Civil Engineering Professionals,65,2
2026-06,2332 Civil Engineering Professionals,75,5
2026-06,2332 Civil Engineering Professionals,70,1
2026-06,2332 Civil Engineering Professionals,80,3
2026-06,2332 Civil Engineering Professionals,95,1
2026-06,2332 Civil Engineering Professionals,90,4
2026-06,2332 Civil Engineering Professionals,85,8
2026-06,2332 Civil Engineering Professionals,55,1
2026-06,2332 Civil Engineering Professionals,60,3
2026-06,2332 Civil Engineering Professionals,100,1
2026-06,2411 Early Childhood (Pre-primary School) Teachers,65,4
2026-06,2411 Early Childhood (Pre-primary School) Teachers,75,11
2026-06,2411 Early Childhood (Pre-primary School) Teachers,70,4
2026-06,2411 Early Childhood (Pre-primary School) Teachers,80,3
2026-06,2411 Early Childhood (Pre-primary School) Teachers,85,8
2026-06,2611 ICT Business and Systems Analysts,70,1
2026-06,2611 ICT Business and Systems Analysts,80,1
2026-06,2611 ICT Business and Systems Analysts,95,2
2026-06,2611 ICT Business and Systems Analysts,60,1
2026-06,2211 Accountants,75,2
2026-06,2211 Accountants,70,4
